رقم الرخصة,اسم المنشأة,رقم الجهة
11951274847,آل العسكري Ltd #16397,7578940004
11954741687,آل سلطان and Sons #8306,6198888265
11957470309,العقيل and Sons #11572,7198767561
11961956579,آل العسكري-آل عايض #127,1061617400
11962503497,"مهنا, كانو and آل سلطان #9783",1514066195
11965639623,الجابر and Sons #14115,4361817334
11967624484,"العجلان, حجار and أبا الخيل #18351",1656458488
11968215334,الجفالي-أبو داوود #9959,2933692925
11971880958,"كانو, أبو داوود and المشاولة #7758",9685591327
11982319375,"المهيدب, آل معيض and آل بن لافي #12985",1060509578
11983054101,المهنا-كانو #18536,9401893188
11985800616,الراشد-آل علي #4299,4325029762
12013299702,"آل جعفر, فصيل and العجلان #13140",5196922950
12015798773,حنبولي PLC #1879,9826695331
12022337330,بن لادن PLC #10792,7568705016
12027307238,آل معيض LLC #6953,2616618580
12037738299,آل عواض-آل قصير #9595,7130664925
12045615544,آل الشيخ and Sons #2085,7637747330
12054733973,الخرافي Inc #5706,4765402871
12055017420,فصيل-آل عطفة #2048,2927576295
12060759059,"العليان, آل قصير and أبو داوود #11054",2905877592
12063552167,"الشايع, حنبولي and حجار #10136",4557972786
12065039307,الدباغ-الحجار #2643,2326582038
12066796804,آل عايض-آل سلطان #5536,5415559366
12076452462,"الراشد, الدباغ and الجابر #5102",5601320050
12080172252,المهنا-الحجار #4641,5882136683
12086688541,آل سلطان-أبو داوود #3711,7523329381
12089377775,الخرافي-الحجار #12226,4310045283
12090486782,آل عطفة and Sons #1464,7444306320
12096270560,آل حسين-فصيل #7911,1774057257
12096804199,أبو داوود and Sons #10917,6670584210
12101665324,"المهيدب, المهيدب and الجابر #5607",9375159824
12103844304,المشاولة Inc #2622,1735828278
12107454703,"بن لادن, آل محمد بن علي بن جماز and آل بن لافي #1623",4130587161
12110264770,المهيدب Ltd #2754,1622766448
12113894835,آل رفيع Group #7071,9412309559
12114258611,"المهيدب, آل الشيخ and الحجار #15461",2900928415
12118039585,آل علي-آل معيض #12149,9939621217
12120593821,المغاولة Inc #1631,7324230409
12121546828,"العليان, المهيدب and المشاولة #736",2403309345
12122076918,"الخرافي, العقيل and بن لادن #3279",4639885721
12124624780,"آل عطفة, أبو داوود and حجار #228",5671713293
12130529005,"المهنا, بن لادن and الراشد #15047",9769703520
12135933973,الراشد PLC #19323,9315775793
12141072364,"الجابر, آل محمد بن علي بن جماز and شربتلي #18370",2614018270
12141470869,"حجار, آل جعفر and آل عواض #14836",6748325462
12150111157,"آل حسين, المغاولة and كانو #17936",9664985793
12151678289,"آل سلطان, آل العسكري and الراشد #18139",5121839585
12153546494,آل علي and Sons #3491,4993359469
12154578927,حجار-آل حسين #13934,7483402435
12155061404,آل قصير-آل بن ظافر #16560,7166030858
12156062195,أبو داوود PLC #6374,7865842617
12157060639,المهيدب-العليان #544,1654291036
12157413417,الحجار PLC #3486,3095992384
12161561966,المغاولة-فصيل #6865,3947605675
12167138797,"آل بن ظافر, الشايع and آل سعود #6428",3878020307
12173184125,آل علي Group #9641,9038908185
12174055876,"بن لادن, المهيدب and الراشد #8348",5309379604
12175621243,آل خضير-آل خضير #11442,6083471411
12176503601,"شربتلي, آل معيض and شربتلي #758",7921338606
12179239061,أبا الخيل-العجلان #7927,1978617132
12184305056,"المهيدب, الراشد and الحكير #15359",8181074159
12186745333,بقشان Group #3755,7475750719
12201300909,الخرافي-بن لادن #5629,6514846664
12204269832,آل صفوان LLC #3276,2443012605
12204526082,"المغاولة, آل بن ظافر and أبا الخيل #9986",3351124252
12211178037,"آل علي, فصيل and كانو #1190",5676763614
12213843281,آل سلطان PLC #18871,8678117608
12214524056,"آل حسين, آل خضير and الراشد #3158",3872910935
12215922048,المشاولة-آل رفيع #7563,6328402852
12217042210,"الخرافي, بن لادن and المهنا #16322",5281050400
12217547635,"المهنا, أبا الخيل and الدباغ #19177",1106082248
12223089751,فصيل Inc #14395,1034328071
12224098612,الشايع-الحجار #17319,2385758248
12227151598,آل بن ظافر PLC #3461,7399604633
12227289373,المهنا-فصيل #567,3720856677
12238078814,آل قصير PLC #17232,7437427428
12238139943,"أبا الخيل, آل عواض and الراشد #780",7215764225
12244711953,"مهنا, آل علي and الجابر #2375",8489946422
12247942785,آل رفيع-آل سلطان #6451,9363254124
12249811120,"بن لادن, آل محمد بن علي بن جماز and آل قصير #2670",7396743833
12252680193,آل عواض-آل رفيع #19520,1544457605
12254183891,الحجار Ltd #675,3644390836
12258644220,الشايع PLC #533,7741876807
12262209472,"آل بن لافي, آل مقطة and العقيل #16608",1829448557
12267312576,الدباغ-آل الشيخ #13976,4348701865
12268606301,"الشايع, شربتلي and أبا الخيل #11514",5934276552
12273790275,آل الشيخ-المغاولة #10073,2128722116
12274029531,"أبا الخيل, العليان and حجار #19239",5933235708
12279554932,"آل سعود, الحكير and حجار #4491",2750674137
12282026541,الخرافي-حنبولي #3147,8952569348
12283590411,"آل علي, الحجار and آل عطفة #9692",3553757833
12286174718,"المغاولة, آل معيض and آل قصير #11408",7424281629
12289628530,المغاولة Group #1996,6459852209
12304849720,آل معيض Group #1686,2023227407
12313089209,"المهنا, آل عواض and فصيل #14048",9180010093
12315406893,"آل مقطة, آل عطفة and مهنا #5446",5466440761
12321403175,آل العسكري-بقشان #9137,3220788060
12333248700,"آل عطفة, العليان and المهيدب #5792",5939771307
12333915621,بقشان Group #721,9468576327
12344090024,حنبولي-بن لادن #18738,3297041895
12344839793,أبو داوود Ltd #17461,1068654599
12347825401,آل عطفة Ltd #5418,3258491690
12348760832,"آل معيض, الجفالي and مهنا #13730",4837847995
12349345090,فصيل-الراشد #10583,4962712933
12353429432,شربتلي-آل محمد بن علي بن جماز #17492,3286718718
12353531918,آل جعفر-المشاولة #13971,4805990411
12354074539,آل سلطان-آل عايض #8217,9757516584
12355176822,آل العسكري Group #16298,6455182216
12357877530,المهنا-آل صفوان #5876,6008066861
12360456823,فصيل PLC #11479,7861108700
12364175154,حجار LLC #7211,1120774768
12369401700,أبا الخيل Inc #18965,6638102861
12373960827,"حجار, العليان and آل العسكري #2957",3248139051
12374124588,آل عطفة-بن لادن #15686,3063371486
12388507186,المغاولة Ltd #2176,3430659422
12397057548,الخرافي PLC #979,5763875135
12399171935,آل عواض and Sons #13964,4732829182
12408397277,"آل عطفة, آل سعود and أبا الخيل #4340",6190572330
12408745905,حنبولي-آل مقطة #6253,3982492367
12412125741,"العقيل, آل صفوان and الدباغ #7629",8064573591
12414111932,العقيل-آل صفوان #15616,2368222063
12420812992,حنبولي Ltd #14437,5415520677
12422468358,العقيل-العجلان #4258,6050137831
12437998791,الجفالي and Sons #10065,3015817575
12439226131,آل بن ظافر PLC #13952,3641842636
12441535881,آل معيض-المغاولة #836,1418282558
12446620835,أبو داوود-فصيل #1782,9162813231
12451703690,المشاولة LLC #17283,5170050995
12451838586,آل بن لافي Group #2468,3019524592
12454290686,آل عطفة Ltd #13378,4619021998
12455678379,"آل جعفر, آل بن ظافر and بقشان #15675",2570712518
12457367028,الخرافي Ltd #16330,5071319811
12458583307,آل عطفة-مهنا #11118,6579170023
12458769610,"آل علي, حجار and آل معيض #14301",6334049043
12461181734,آل الشيخ PLC #13686,7915385197
12463865374,"العقيل, آل رفيع and الشايع #9019",2067349529
12468440502,كانو-الحجار #3467,3403937842
12470363341,"بن لادن, آل بن ظافر and شربتلي #15092",4196859499
12471308952,"أبو داوود, بقشان and العقيل #10591",9133347061
12475856746,الشايع-آل معيض #13719,4786519034
12476247891,آل خضير-آل الشيخ #681,7858326468
12480030564,"آل علي, آل جعفر and آل العسكري #18178",5137269137
12480070403,آل علي LLC #8088,3341764032
12501443509,آل حسين Group #2567,3337628908
12510929708,العقيل-آل عايض #17540,8789492556
12514254787,"أبا الخيل, كانو and أبا الخيل #18545",8058691367
12515208128,المشاولة Inc #4064,5231577555
12518422603,حجار-آل مقطة #18926,1909848204
12519487695,الراشد PLC #14411,7303564552
12528380406,المهيدب-آل معيض #13374,3197689414
12529145728,"آل عايض, الشايع and آل عايض #4925",8821307563
12532827207,"آل بن لافي, شربتلي and آل علي #8045",9734161584
12538036854,"الجفالي, آل بن ظافر and كانو #15015",4479587578
12538638133,"المشاولة, الجفالي and المغاولة #8354",4767153771
12544903740,"المهنا, آل عواض and الحكير #1994",9432037086
12547442773,آل عايض Inc #8496,2299856157
12550286402,العقيل Group #14175,9192607518
12551044629,"المشاولة, آل عطفة and الشايع #17290",6436808384
12552243103,كانو Group #7362,2017917329
12557121749,"العجلان, آل سعود and الحكير #19096",3014630835
12559081096,"العقيل, آل سلطان and آل صفوان #17993",7739431653
12559309654,"شربتلي, كانو and حنبولي #590",9305546712
12561496639,أبا الخيل PLC #12389,4182973701
12562851401,"آل بن لافي, آل خضير and المهيدب #4030",4479505856
12564634619,حجار-أبا الخيل #13857,5216195493
12573306194,"الخرافي, العجلان and آل قصير #7951",1327898964
12578947891,كانو and Sons #9634,2344004770
12579979921,الدباغ-آل محمد بن علي بن جماز #8155,4652440765
12581632423,آل معيض Inc #776,1911081287
12583039160,أبو داوود and Sons #8210,3803396076
12584966386,"آل العسكري, حجار and آل رفيع #11486",2871025548
12591475111,آل محمد بن علي بن جماز PLC #19381,9615847955
12598487781,آل جعفر Group #8551,5644176433
12601917880,"الجابر, آل عواض and آل سعود #10547",3274683436
12602698519,آل علي-آل سعود #5788,8653109390
12606210658,آل جعفر-الدباغ #11363,9713629925
12612029633,فصيل PLC #2086,6231038753
12614357664,"آل عواض, آل بن لافي and المهيدب #17246",1429501266
12619390106,"الراشد, آل قصير and حنبولي #3043",3879591718
12620279198,المهيدب Group #9798,3706790013
12621784818,مهنا-حجار #5144,7543255972
12621816901,"العقيل, العجلان and آل عواض #15433",5576251269
12623450418,آل قصير LLC #9158,5574509305
12624287482,"آل عايض, آل عايض and آل بن ظافر #13932",1656439796
12637132177,"المهنا, الحجار and الحجار #16866",5001645015
12637401258,آل عطفة and Sons #4386,5059063138
12639785096,بقشان-بقشان #16627,4557176105
12642266668,أبا الخيل-آل مقطة #12558,2514488988
12642863092,شربتلي Inc #5570,6288536946
12644697228,المهيدب Inc #2619,5259726276
12649059727,"كانو, الراشد and المشاولة #249",2443318324
